ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,PAST_DUE_COUNT,CREDIT_INQUIRIES_6M,EXISTING_LOANS,ACCOUNT_AGE_MONTHS,APPROVED
3093,M,Y,Y,2,23000.0,Working,Lower secondary,Married,House / apartment,-21900,-10585,0,1,1,Security staff,4,0,2,1,48,0
3094,F,Y,Y,1,50900.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-13505,365243,0,1,0,Security staff,2,0,3,2,50,1
3095,M,N,N,0,47000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-12410,365243,1,0,0,Laborers,2,0,0,0,37,1
3096,F,Y,Y,0,49000.0,Working,Secondary / secondary special,Married,House / apartment,-14965,-10950,0,0,0,Drivers,2,0,0,0,10,1
3097,F,N,N,0,33400.0,Working,Secondary / secondary special,Married,Municipal apartment,-17155,-12775,0,1,0,Managers,2,0,1,1,26,1
3098,M,N,N,0,35900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14965,-365,0,0,0,Accountants,1,1,2,1,58,1
3099,M,N,Y,2,86200.0,Commercial associate,Higher education,Married,Municipal apartment,-18980,-13140,1,0,1,Drivers,4,0,2,0,9,1
3100,M,N,N,0,61100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13140,365243,0,0,0,Core staff,2,0,0,1,36,1
3101,M,Y,N,0,30400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17520,-11680,0,1,1,Cleaning staff,2,1,2,3,14,1
3102,F,N,Y,0,20000.0,Working,Secondary / secondary special,Married,With parents,-21170,-12775,1,0,0,Managers,2,0,0,2,4,1
3103,F,N,N,0,31000.0,Working,Secondary / secondary special,Married,House / apartment,-17885,-10585,0,0,1,Cooking staff,2,0,1,0,57,1
3104,M,Y,Y,2,53000.0,Pensioner,Higher education,Separated,House / apartment,-25185,365243,1,0,0,Managers,3,0,1,3,24,1
3105,M,N,Y,1,35700.0,Working,Secondary / secondary special,Separated,House / apartment,-20440,-6205,0,0,1,Cooking staff,2,2,2,0,22,1
3106,M,Y,Y,1,34400.0,Working,Higher education,Married,House / apartment,-16060,-12775,0,1,0,Sales staff,3,0,1,0,59,1
3107,F,N,Y,0,36500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14965,-8395,0,0,1,Cleaning staff,2,0,1,1,59,1
3108,M,N,Y,1,47300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21535,365243,1,0,1,Other,3,0,0,0,53,1
3109,F,Y,N,1,72600.0,Pensioner,Lower secondary,Married,House / apartment,-10220,365243,0,0,0,Drivers,3,1,0,0,53,0
3110,F,N,N,1,49000.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-7300,0,0,1,Medicine staff,3,0,1,0,32,1
3111,F,N,Y,3,50600.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-13870,-10220,0,1,0,Core staff,5,1,1,0,49,1
3112,M,Y,Y,3,43800.0,Working,Higher education,Married,Municipal apartment,-14235,-4380,0,1,0,Cleaning staff,5,4,1,1,37,0
3113,F,Y,Y,4,38200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14235,-3285,0,0,0,Core staff,6,1,1,0,6,1
3114,M,N,Y,1,76700.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-21170,-4380,0,1,0,Security staff,2,0,1,1,12,1
3115,M,N,Y,3,71100.0,Pensioner,Higher education,Married,House / apartment,-23360,365243,0,0,1,Drivers,5,0,2,3,27,1
3116,F,N,Y,0,136300.0,Working,Secondary / secondary special,Married,House / apartment,-16790,-13505,1,0,1,Other,2,1,2,1,35,1
3117,F,N,Y,2,66500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9490,-1825,0,0,0,Core staff,4,0,0,0,42,1
3118,M,N,Y,2,38200.0,Working,Secondary / secondary special,Married,House / apartment,-24090,-3285,0,0,0,Core staff,4,1,1,2,58,1
3119,M,N,N,2,31200.0,Student,Higher education,Civil marriage,House / apartment,-25185,-4380,0,1,0,Sales staff,4,1,1,2,29,0
3120,M,N,N,2,78900.0,Working,Secondary / secondary special,Married,With parents,-16790,-12410,1,0,1,Security staff,4,0,0,0,40,1
3121,M,N,Y,0,32600.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-17520,-7665,0,0,0,High skill tech staff,2,0,1,1,8,1
3122,M,Y,Y,0,73500.0,State servant,Lower secondary,Married,Rented apartment,-23360,-5840,0,1,0,Laborers,2,0,1,1,2,1
3123,M,Y,Y,0,33500.0,Working,Lower secondary,Single / not married,House / apartment,-18980,-730,0,0,0,Cooking staff,1,0,2,0,52,1
3124,F,N,N,1,58400.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-19710,-10585,0,0,1,Sales staff,3,0,1,1,5,0
3125,F,Y,N,0,28900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23725,-12045,0,0,0,Drivers,2,0,2,0,45,0
3126,F,N,N,0,72400.0,Working,Higher education,Married,With parents,-20805,-9490,0,0,1,Managers,2,2,4,0,51,0
3127,F,N,N,1,26500.0,Working,Secondary / secondary special,Married,Rented apartment,-16425,-1095,0,0,0,Drivers,3,0,1,2,1,1
3128,M,Y,Y,1,56200.0,Pensioner,Higher education,Married,House / apartment,-15330,365243,1,0,1,Laborers,3,0,0,1,57,1
3129,F,N,N,3,44400.0,Working,Secondary / secondary special,Married,House / apartment,-18615,-10950,0,0,0,Laborers,5,1,2,0,45,1
3130,F,N,Y,1,51600.0,Working,Higher education,Married,House / apartment,-9490,-6570,0,0,0,Core staff,3,0,1,1,10,1
3131,F,N,Y,2,40200.0,Working,Secondary / secondary special,Married,House / apartment,-18615,-3650,0,0,0,Security staff,4,0,0,2,30,1
3132,F,Y,N,1,39800.0,Working,Incomplete higher,Married,Rented apartment,-7665,-13140,0,0,0,Sales staff,3,1,3,3,56,0
3133,F,Y,Y,2,53000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-21900,-5110,1,0,0,Medicine staff,4,2,2,0,37,0
3134,F,N,N,0,29700.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-6935,1,0,0,Cooking staff,2,2,1,4,18,0
3135,M,N,Y,0,29600.0,State servant,Higher education,Married,House / apartment,-11680,-13140,0,1,0,Sales staff,2,0,1,0,31,1
3136,F,Y,N,3,41000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14965,365243,1,1,1,Sales staff,5,0,1,1,44,1
3137,F,Y,Y,1,40200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22630,365243,1,1,0,Other,3,3,4,2,3,1
3138,F,N,Y,1,29700.0,Working,Incomplete higher,Married,House / apartment,-8395,-13505,0,0,0,Security staff,3,1,0,1,50,1
3139,F,N,N,0,77800.0,Working,Secondary / secondary special,Married,With parents,-22630,-9490,0,0,1,Security staff,2,0,1,2,7,1
3140,M,N,N,0,41500.0,Commercial associate,Higher education,Married,Municipal apartment,-24090,-4745,0,1,1,Cleaning staff,2,2,0,0,35,1
3141,M,N,N,1,43800.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-8395,0,1,0,Core staff,3,0,0,1,20,1
3142,F,N,N,0,25200.0,Working,Higher education,Married,Municipal apartment,-20805,-12410,0,0,0,Medicine staff,2,1,0,0,56,1
3143,F,Y,N,0,138100.0,Working,Secondary / secondary special,Separated,With parents,-12045,-9855,0,0,1,Cleaning staff,1,0,2,1,40,0
3144,F,N,N,0,165000.0,State servant,Secondary / secondary special,Married,House / apartment,-17885,-12045,0,1,1,Cleaning staff,2,0,0,1,59,1
3145,M,Y,Y,0,33200.0,Working,Higher education,Single / not married,House / apartment,-17520,-5840,1,0,0,Security staff,1,1,0,1,6,1
3146,M,N,Y,1,90500.0,Working,Secondary / secondary special,Married,With parents,-25185,-11680,0,0,0,Accountants,3,1,1,0,54,1
3147,F,N,Y,3,46800.0,Commercial associate,Lower secondary,Married,House / apartment,-16425,-8030,1,0,0,Medicine staff,5,0,0,0,23,1
3148,F,Y,N,1,109300.0,Working,Higher education,Married,House / apartment,-10950,-2555,0,0,1,Laborers,3,0,2,0,58,1
3149,F,N,Y,2,58000.0,Working,Higher education,Married,House / apartment,-19710,-11680,0,1,1,Other,4,1,3,2,49,0
3150,F,N,N,1,51500.0,Working,Secondary / secondary special,Married,House / apartment,-12775,-6570,0,0,0,Other,3,2,0,0,24,1
3151,F,Y,Y,1,20000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-18250,-4015,1,0,0,Core staff,2,0,0,1,53,0
3152,M,N,N,0,31600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12045,-1095,0,1,1,Medicine staff,2,0,1,1,43,0
3153,F,Y,Y,0,49500.0,Working,Secondary / secondary special,Married,House / apartment,-20805,-10950,1,1,0,Sales staff,2,0,4,1,50,1
3154,M,N,Y,1,54100.0,Working,Secondary / secondary special,Married,Rented apartment,-25185,-7300,0,0,0,Accountants,3,1,1,1,41,1
3155,M,N,N,0,26700.0,Working,Lower secondary,Married,With parents,-9125,-4015,0,0,1,Accountants,2,1,2,0,18,1
3156,F,Y,Y,2,34100.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-2190,0,1,1,Medicine staff,4,0,1,0,5,1
3157,F,N,Y,0,64600.0,Commercial associate,Higher education,Civil marriage,With parents,-10950,-6205,0,1,1,Medicine staff,2,0,0,0,30,1
3158,M,Y,Y,2,24500.0,Working,Secondary / secondary special,Widow,With parents,-24455,-13870,0,0,0,Medicine staff,3,0,1,1,41,1
3159,F,N,Y,3,52400.0,Working,Secondary / secondary special,Married,House / apartment,-19710,-3650,0,1,1,Drivers,5,1,1,0,26,1
3160,M,N,Y,0,91000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18615,365243,0,0,1,Laborers,1,0,1,2,2,1
3161,M,Y,N,0,59400.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9125,-7665,0,0,0,Security staff,1,1,1,0,5,0
3162,M,Y,Y,1,58000.0,Working,Higher education,Single / not married,House / apartment,-9490,-2555,1,0,0,Cleaning staff,2,0,0,2,21,1
3163,M,N,N,0,20000.0,State servant,Incomplete higher,Married,Municipal apartment,-12045,-13870,0,1,0,Cleaning staff,2,0,2,1,47,1
3164,F,N,Y,0,32500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21900,-10950,0,0,1,Other,2,0,2,1,22,0
3165,M,Y,N,2,136900.0,Working,Higher education,Married,House / apartment,-12045,-9490,0,0,0,Security staff,4,0,0,0,59,1
3166,F,N,N,4,36300.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-24090,-9855,0,1,0,High skill tech staff,5,0,0,2,46,1
3167,F,Y,Y,2,92200.0,Working,Secondary / secondary special,Widow,With parents,-24820,-8030,0,1,0,Security staff,3,0,3,2,57,0
3168,M,Y,Y,0,36100.0,Student,Secondary / secondary special,Single / not married,House / apartment,-19345,-9490,1,1,1,Accountants,1,1,0,2,33,0
3169,F,N,Y,0,42700.0,Working,Higher education,Married,House / apartment,-20805,-3285,1,1,0,Managers,2,0,2,0,55,1
3170,M,Y,N,0,63400.0,Working,Secondary / secondary special,Widow,House / apartment,-15695,-8030,0,0,0,Cooking staff,1,1,2,0,59,1
3171,F,N,N,0,51600.0,Commercial associate,Secondary / secondary special,Married,With parents,-14965,-11680,1,0,1,Cooking staff,2,1,0,0,2,1
3172,M,N,N,0,59300.0,Working,Secondary / secondary special,Married,House / apartment,-10220,-9125,1,0,0,Managers,2,0,0,1,39,1
3173,M,N,Y,0,32600.0,Working,Lower secondary,Single / not married,With parents,-19710,-4380,1,1,0,Laborers,1,1,0,0,28,1
3174,M,N,Y,2,27800.0,Pensioner,Higher education,Married,House / apartment,-18615,365243,0,1,1,Security staff,4,1,1,2,53,1
3175,M,N,Y,1,31500.0,Working,Secondary / secondary special,Separated,House / apartment,-18615,-9490,0,0,1,High skill tech staff,2,0,0,0,39,0
3176,M,N,Y,1,37600.0,State servant,Lower secondary,Married,House / apartment,-14600,-4380,0,1,1,Accountants,3,0,1,1,56,1
3177,F,N,Y,3,43700.0,Working,Secondary / secondary special,Married,House / apartment,-20075,-12045,0,0,0,Core staff,5,0,1,5,26,1
3178,F,N,Y,0,82300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8030,365243,0,0,1,Cleaning staff,2,0,2,0,49,1
3179,F,N,N,0,51200.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-16060,-4015,0,0,0,Sales staff,1,0,0,0,8,1
3180,F,Y,Y,2,62500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11315,-1460,0,0,0,Managers,4,0,1,1,41,0
3181,M,N,N,4,52600.0,Working,Secondary / secondary special,Married,With parents,-8760,-13505,1,0,0,Sales staff,6,0,2,0,12,1
3182,M,N,Y,1,28100.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-16790,-1825,1,0,0,Cooking staff,2,1,0,1,24,1
3183,M,N,N,0,49400.0,Working,Incomplete higher,Married,House / apartment,-12410,-9125,0,1,0,Other,2,0,2,2,43,0
3184,M,N,N,2,52300.0,Working,Secondary / secondary special,Married,House / apartment,-24090,-6570,0,1,0,Security staff,4,0,2,3,17,1
3185,F,N,N,0,71700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22630,-5110,0,1,1,Medicine staff,1,1,0,0,58,0
3186,F,N,N,0,28700.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-2920,0,1,0,Core staff,2,0,1,0,39,0
3187,M,Y,N,0,20000.0,Working,Higher education,Separated,House / apartment,-20440,-4380,0,1,0,Security staff,1,0,1,2,44,1
3188,M,N,N,2,53500.0,Commercial associate,Lower secondary,Married,House / apartment,-16425,-12410,0,0,1,Cleaning staff,4,1,2,2,14,1
3189,F,Y,Y,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-12045,0,0,0,Medicine staff,2,1,3,0,45,1
3190,F,N,N,2,44800.0,Working,Higher education,Married,House / apartment,-10950,-12045,0,0,0,Managers,4,1,0,2,54,1
3191,M,N,N,0,49700.0,State servant,Secondary / secondary special,Married,House / apartment,-20075,-10220,0,0,0,Sales staff,2,0,1,0,33,1
3192,F,Y,N,0,76100.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-9125,-13870,0,1,0,Managers,2,1,1,1,5,0
3193,F,Y,Y,3,39000.0,State servant,Secondary / secondary special,Married,House / apartment,-8760,-9490,0,0,0,Core staff,5,0,0,2,37,1
3194,M,N,Y,0,42600.0,State servant,Secondary / secondary special,Married,House / apartment,-25185,-4015,0,1,1,Medicine staff,2,1,1,1,10,1
3195,M,Y,N,1,51000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-13870,1,1,1,High skill tech staff,3,0,2,2,41,0
3196,F,Y,N,0,26600.0,State servant,Higher education,Married,House / apartment,-15695,-365,0,1,0,Cooking staff,2,0,1,2,26,1
3197,F,N,Y,2,45400.0,Working,Secondary / secondary special,Married,House / apartment,-22995,-12775,1,0,0,Laborers,4,1,2,1,25,1
3198,F,Y,Y,0,47500.0,State servant,Lower secondary,Single / not married,House / apartment,-9125,-6205,0,0,1,Accountants,1,1,1,1,23,0
3199,M,N,Y,0,111100.0,Commercial associate,Lower secondary,Married,House / apartment,-17885,-1825,0,1,0,Managers,2,0,0,1,21,1
3200,M,N,Y,1,42200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23360,-10585,1,0,0,Cleaning staff,3,0,0,0,26,1
3201,F,Y,Y,0,54200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17885,-7300,1,0,0,Managers,1,0,0,0,43,0
3202,F,Y,Y,0,77600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24090,365243,0,1,1,Drivers,1,2,2,2,12,1
3203,M,N,N,1,32200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18980,-3650,0,0,0,Cleaning staff,3,0,2,1,20,1
3204,F,N,Y,0,97500.0,Working,Lower secondary,Married,House / apartment,-15330,-13870,0,0,0,Medicine staff,2,2,3,2,43,0
3205,F,N,Y,0,118400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23725,-14235,0,0,0,Cooking staff,2,1,0,2,11,1
3206,F,N,N,1,48300.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22995,365243,0,0,0,Core staff,2,1,1,2,59,0
3207,F,N,N,2,37400.0,Working,Secondary / secondary special,Married,Municipal apartment,-23360,-2190,0,0,1,Accountants,4,0,2,0,34,1
3208,F,Y,N,0,110600.0,Commercial associate,Higher education,Married,House / apartment,-9855,-10950,0,0,0,Security staff,2,3,4,0,17,1
3209,M,Y,Y,1,73000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19345,-1825,0,1,0,Medicine staff,2,1,5,1,8,1
3210,F,Y,N,1,51100.0,Working,Higher education,Married,House / apartment,-15330,-9125,1,0,0,Cooking staff,3,0,1,0,35,1
3211,M,Y,Y,0,100000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22265,-12775,0,0,0,Cooking staff,1,0,1,2,32,1
3212,F,N,N,0,94900.0,Pensioner,Incomplete higher,Married,House / apartment,-17520,365243,0,1,0,Core staff,2,1,1,1,40,1
3213,M,N,N,0,41400.0,State servant,Lower secondary,Civil marriage,House / apartment,-14965,-12775,1,1,1,Managers,2,2,1,2,19,0
3214,F,Y,Y,2,55500.0,Working,Higher education,Single / not married,House / apartment,-20440,-730,1,0,1,Laborers,3,2,1,2,8,0
3215,M,N,Y,0,65400.0,State servant,Secondary / secondary special,Married,House / apartment,-8760,-10950,0,0,1,Managers,2,0,2,1,20,1
3216,M,Y,Y,2,49700.0,State servant,Secondary / secondary special,Married,House / apartment,-22995,-10585,0,0,0,Drivers,4,2,1,1,54,1
3217,M,N,N,1,24500.0,Pensioner,Incomplete higher,Married,House / apartment,-9490,365243,0,1,0,High skill tech staff,3,0,1,1,40,1
3218,M,N,Y,0,30700.0,Pensioner,Higher education,Single / not married,Co-op apartment,-14235,365243,0,0,0,Core staff,1,0,1,0,16,1
3219,F,N,N,0,24900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11315,-10585,0,0,0,Drivers,1,0,2,1,19,1
3220,F,N,Y,3,62700.0,Working,Secondary / secondary special,Married,House / apartment,-13505,-2920,1,0,1,Drivers,5,1,2,1,54,1
3221,F,Y,Y,0,27100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24090,-1825,1,0,0,Managers,2,0,1,1,3,1
3222,M,N,N,0,54000.0,Commercial associate,Higher education,Married,House / apartment,-13870,-8760,0,1,0,Medicine staff,2,0,2,1,20,1
3223,M,N,N,1,122500.0,State servant,Secondary / secondary special,Married,House / apartment,-24090,-10585,0,0,0,Cooking staff,3,1,1,1,19,1
3224,M,N,N,0,100100.0,Commercial associate,Higher education,Married,With parents,-12045,-9125,0,0,0,Accountants,2,1,0,0,48,1
3225,M,N,Y,0,20000.0,Pensioner,Higher education,Married,Municipal apartment,-22265,365243,0,0,0,Other,2,0,2,1,10,1
3226,F,N,Y,0,25900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11315,-7665,0,0,0,Cleaning staff,2,0,0,1,25,0
3227,M,N,Y,0,33200.0,Working,Incomplete higher,Widow,House / apartment,-17155,-2920,0,0,0,Cleaning staff,1,2,3,1,18,1
3228,M,N,Y,0,27300.0,Working,Higher education,Married,Co-op apartment,-25185,-12410,0,0,0,Core staff,2,0,0,1,28,1
3229,M,Y,Y,2,21400.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-13140,365243,1,0,0,Medicine staff,4,0,2,0,19,1
3230,M,N,N,4,48800.0,Working,Incomplete higher,Civil marriage,House / apartment,-12775,-13140,0,0,1,Medicine staff,6,0,3,2,53,0
3231,F,N,Y,0,69700.0,Working,Higher education,Married,Municipal apartment,-12410,-2920,0,1,1,Drivers,2,1,1,2,36,0
3232,F,N,Y,0,79000.0,Commercial associate,Higher education,Married,House / apartment,-12775,-9490,1,1,0,Accountants,2,0,2,1,39,1
3233,M,Y,Y,0,38700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13870,365243,0,0,1,Managers,2,0,1,0,45,0
3234,M,N,N,0,42800.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-11680,-11680,0,0,0,Drivers,2,0,0,4,2,1
3235,M,Y,N,0,58600.0,Pensioner,Higher education,Married,House / apartment,-16790,365243,0,1,1,Sales staff,2,0,1,1,59,1
3236,M,N,Y,0,46400.0,Working,Secondary / secondary special,Married,With parents,-22630,-5840,1,1,0,Other,2,1,3,1,28,1
3237,M,N,Y,3,73500.0,Working,Secondary / secondary special,Married,House / apartment,-21900,-8030,1,1,0,Managers,5,0,2,1,39,1
3238,F,N,Y,0,60800.0,Commercial associate,Lower secondary,Married,With parents,-13870,-8760,0,1,0,Managers,2,0,1,0,15,0
3239,F,N,N,0,40600.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-16790,365243,0,0,0,Accountants,2,0,1,0,43,1
3240,F,Y,N,0,20000.0,Commercial associate,Secondary / secondary special,Married,With parents,-24090,-10220,1,0,1,Cooking staff,2,1,1,0,38,1
3241,M,Y,N,0,103700.0,Working,Incomplete higher,Married,House / apartment,-13870,-10950,0,0,0,Cooking staff,2,1,1,2,52,1
3242,M,N,Y,2,34800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7665,-1825,0,0,1,Cooking staff,4,0,0,0,17,1
3243,F,Y,Y,0,58600.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-13140,365243,0,0,1,Other,1,1,1,0,37,0
3244,F,N,N,3,20000.0,Working,Incomplete higher,Single / not married,House / apartment,-20805,-12045,0,0,0,Laborers,4,1,0,2,22,1
3245,F,Y,N,0,48700.0,Working,Higher education,Married,Rented apartment,-14965,-8395,0,1,1,Accountants,2,0,0,1,15,1
3246,M,N,N,1,51500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10220,-3285,1,0,1,Drivers,3,0,3,2,41,1
3247,F,N,N,4,52800.0,Working,Higher education,Single / not married,House / apartment,-8030,-3650,0,1,0,Medicine staff,5,2,0,0,55,0
3248,M,Y,Y,0,221200.0,Working,Secondary / secondary special,Married,House / apartment,-14235,-8395,0,0,0,Cleaning staff,2,2,2,1,12,0
3249,F,Y,N,0,35800.0,Working,Secondary / secondary special,Married,House / apartment,-17885,-365,1,0,0,Medicine staff,2,0,0,0,1,1
3250,F,N,N,2,73900.0,Working,Secondary / secondary special,Married,House / apartment,-18250,-10220,0,1,0,High skill tech staff,4,0,1,2,26,1
3251,F,N,N,0,63700.0,Working,Secondary / secondary special,Separated,Municipal apartment,-8395,-5475,1,1,0,Sales staff,1,0,0,0,25,1
3252,M,N,Y,1,34900.0,Working,Higher education,Separated,Municipal apartment,-10220,-8030,0,0,1,Core staff,2,1,0,1,32,1
3253,F,N,Y,0,73300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20075,-12410,0,0,1,Security staff,1,0,0,0,3,1
3254,M,N,Y,0,45200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13870,365243,0,0,1,Medicine staff,2,0,4,1,59,1
3255,M,Y,Y,0,75900.0,Working,Secondary / secondary special,Married,With parents,-16790,-12410,1,0,1,Cooking staff,2,0,2,1,44,1
3256,M,N,Y,2,130700.0,Commercial associate,Secondary / secondary special,Separated,With parents,-16425,-1825,1,1,1,Drivers,3,1,1,1,55,1
3257,F,Y,N,0,52900.0,Pensioner,Incomplete higher,Single / not married,Municipal apartment,-10220,365243,0,0,0,Cooking staff,1,0,1,1,39,1
3258,M,Y,Y,0,42600.0,Working,Secondary / secondary special,Married,Municipal apartment,-13870,-8030,1,0,0,Sales staff,2,0,0,0,27,1
3259,M,N,Y,1,82900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16060,-10585,0,0,0,Accountants,3,0,0,0,49,1
3260,F,Y,Y,0,98600.0,Commercial associate,Secondary / secondary special,Married,With parents,-9125,-13140,0,0,0,Cleaning staff,2,1,1,0,59,0
3261,M,Y,Y,0,31500.0,Working,Secondary / secondary special,Married,With parents,-16790,-6935,0,0,0,Core staff,2,0,0,1,40,0
3262,F,Y,N,0,39100.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-10950,-3650,0,0,0,Drivers,1,0,2,4,58,1
3263,M,N,Y,1,68700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11315,365243,0,0,1,Managers,3,0,0,1,32,0
3264,M,N,Y,1,45900.0,Working,Higher education,Married,With parents,-8760,-6205,0,0,0,Drivers,3,1,1,0,55,1
3265,F,N,N,0,30400.0,Commercial associate,Higher education,Married,Rented apartment,-10950,-9490,0,1,1,Cooking staff,2,1,0,0,50,1
3266,M,N,N,0,64200.0,State servant,Higher education,Married,House / apartment,-20805,-2190,0,0,0,Drivers,2,1,1,0,33,1
3267,F,N,Y,1,68600.0,Working,Higher education,Married,House / apartment,-11680,-7300,0,0,1,Cleaning staff,3,1,1,0,50,1
3268,F,Y,N,2,41500.0,Working,Secondary / secondary special,Married,House / apartment,-10950,-5110,0,1,0,Laborers,4,0,2,3,31,0
3269,F,N,N,0,50500.0,Commercial associate,Higher education,Married,House / apartment,-11680,-2555,0,1,0,Cleaning staff,2,0,4,1,38,1
3270,F,Y,N,0,36700.0,State servant,Secondary / secondary special,Married,Rented apartment,-9125,-9855,0,0,0,Cleaning staff,2,0,0,1,7,1
3271,M,Y,Y,0,28300.0,Working,Secondary / secondary special,Married,House / apartment,-22995,-7300,0,1,1,Other,2,2,1,3,33,1
3272,M,Y,N,1,38200.0,Working,Secondary / secondary special,Separated,With parents,-17155,-2555,1,1,0,Cooking staff,2,1,0,3,40,0
3273,F,N,Y,4,50900.0,Working,Secondary / secondary special,Married,Municipal apartment,-19345,-9855,0,1,0,Other,6,0,1,1,33,1
3274,F,Y,Y,0,23400.0,Working,Secondary / secondary special,Married,Municipal apartment,-18980,-12045,0,1,1,Other,2,0,1,0,28,1
3275,F,Y,Y,0,39700.0,Working,Secondary / secondary special,Widow,House / apartment,-9125,-5110,0,0,0,Medicine staff,1,0,1,2,32,0
3276,F,Y,Y,0,51200.0,Working,Lower secondary,Married,House / apartment,-15695,-13140,0,0,0,Core staff,2,1,2,1,52,0
3277,F,Y,N,0,89100.0,Commercial associate,Higher education,Single / not married,House / apartment,-16060,-9490,0,1,0,Security staff,1,1,1,0,9,1
3278,F,N,N,0,41900.0,State servant,Secondary / secondary special,Married,House / apartment,-24090,-9125,0,0,0,Other,2,1,0,4,18,1
3279,M,N,Y,3,26300.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8030,365243,0,0,0,Managers,5,1,2,1,16,0
3280,F,N,Y,0,44100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18250,365243,0,1,0,Medicine staff,2,0,3,1,39,1
3281,F,Y,Y,2,36900.0,Working,Secondary / secondary special,Widow,House / apartment,-10950,-10950,0,1,0,Cooking staff,3,1,1,1,37,1
3282,M,Y,N,0,64600.0,Working,Secondary / secondary special,Married,House / apartment,-7665,-730,0,1,1,Sales staff,2,0,1,0,53,1
3283,F,N,N,2,41400.0,Commercial associate,Higher education,Single / not married,House / apartment,-12045,-9125,0,0,0,Drivers,3,1,0,0,25,1
3284,F,Y,N,0,20000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-20440,-1825,0,0,0,Cleaning staff,1,1,1,1,33,1
